,Street,Zipcode,current_price,price_per_m2,Type,Construction_year,Living_area,LOT,Plot,Rooms,Bedrooms,treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,caf̩,(huis)arts,tandarts,fitnesscentrum,inhabitants,distribution_fm,population_density,Age_0-15,age_15-25,age_25-45,age_45-65,age_older,indigenous,western_allochtoon,none_western,household,household_single,household_wo_kids,household_with_kids,avg_person_per_household,perc_with_job,high_income,medium_income,low_income,income_avg,social_benefit,neighbourhood
2241,"Leidsekade 58 A, 1016 CX Amsterdam",1016.0,1499500.0, 6.755,Woning,1005,222.0,,,7,-,,,,,,,,,,,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601,
2242,"Jacob Burggraafstraat 124, 1018 WA Amsterdam",1018.0,600000.0,,-,2004,102.0,360.0,,4,2,,,,,,,,,,,12.615,1.0224538893344026,12.311,0.13,0.13,0.34,0.32,0.08,0.57,0.18,0.25,7.55,0.6,0.18,0.21,"1,7",0.68,0.21,0.41,0.38,19.3,0.0901,
2243,"Derkinderenstraat 0 Ong, 1061 VX Amsterdam",1061.0,24500.0,-,Appartement,-,,,,-,-,1200.0,558.0,525.0,273.0,16.0,699.0,482.0,617.0,148.0,597.0,10.475,0.9839015151515151,7.2,0.21,0.19,0.33,0.18,0.1,0.26,0.09,0.65,4.75,0.49,0.19,0.33,"2,2",0.6,0.13,0.42,0.45,16.5,0.1208,Overtoomse Veld
2244,Bouwnummer 4002 1034,,408000.0, 3.611,Eengezinswoning,-,113.0,293.0,,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,Ijburglaan 411,1086.0,525000.0, 3.365,Woonboot,2010,156.0,510.0,197.0,6,3,2200.0,1200.0,1900.0,287.0,246.0,2600.0,340.0,144.0,54.0,652.0,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,IJburg West
2246,"Osdorper Ban 54, 1068 MJ Amsterdam",1068.0,525000.0,-,Dubbele bovenwoning,1959,,,83.0,-,-,,,,,,,,,,,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707,
2247,Bankastraat 3,1094.0,37500.0, 2.344,Appartement,-,16.0,,,3,2,401.0,2000.0,417.0,61.0,248.0,801.0,164.0,218.0,226.0,420.0,12.055,1.0668380462724936,25.52,0.15,0.14,0.43,0.21,0.07,0.34,0.13,0.53,6.855,0.6,0.18,0.22,"1,8",0.63,0.09,0.42,0.49,15.5,0.1309,Indische Buurt West
2248,"Korte Meerhuizenstraat 12 Hs, 1078 TL Amsterdam",1078.0,0.0,-,Benedenwoning,-,70.0,,,3,2,767.0,820.0,551.0,377.0,270.0,482.0,156.0,223.0,265.0,76.0,5.035,0.9254302103250477,19.6,0.12,0.11,0.41,0.25,0.11,0.59,0.19,0.22,3.145,0.61,0.2,0.19,"1,6",0.72,0.21,0.39,0.4,20.0,0.0707,IJselbuurt
2249,"Welnastraat 591, 1096 GJ Amsterdam",1096.0,0.0,-,Appartement,-,28.0,,,1,-,,,,,,,,,,,2.01,,,0.04,0.42,0.35,0.15,0.04,0.63,0.18,0.19,1.48,0.8,0.15,0.06,"1,3",0.67,0.28,0.16,0.56,24.7,0.0005,
2250,Langswater 531,1069.0,27500.0,,-,-,,,17.0,-,-,3000.0,1400.0,544.0,235.0,142.0,1200.0,521.0,507.0,138.0,921.0,5.185,0.9383177570093458,8.696,0.18,0.13,0.29,0.23,0.18,0.43,0.13,0.44,2.45,0.48,0.21,0.31,"2,0",0.63,0.11,0.45,0.44,16.4,0.0906,De Punt
2251,Narva-eiland 0 Ong,1014.0,1167039.0, 5.557,Grachtenpand,-,210.0,600.0,1.0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,Van Ostadestraat 271 C,1073.0,285000.0, 7.308,Bovenwoning,1989,39.0,97.0,,1,-,,,,,,,,,,,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707,
2253,Gillis van Ledenberchstraat 0 Ong,1052.0,55000.0,,-,2010,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,"Eemsstraat 21 -hs, 1079 TC Amsterdam",1079.0,0.0,-,Benedenwoning,-,61.0,,,3,2,,,,,,,,,,,8.635,0.8530042918454935,9.002,0.11,0.11,0.42,0.24,0.13,0.64,0.17,0.19,5.545,0.63,0.21,0.17,"1,6",0.73,0.19,0.42,0.39,18.6,0.0706,
2255,"Iseoplantsoen 44, 1060 PW Amsterdam",1060.0,0.0,-,Geschakelde woning,1999,187.0,,,5,-,3800.0,809.0,586.0,557.0,479.0,1800.0,981.0,403.0,525.0,791.0,14.995,0.9782321899736147,7.345,0.21,0.14,0.28,0.29,0.09,0.52,0.12,0.36,6.03,0.3,0.24,0.47,"2,5",0.74,0.26,0.43,0.31,20.8,0.030899999999999997,Middelveldsche Akerpolder en Sloten
2256,Harry Koningsbergerstraat 300,1063.0,135000.0, 4.500,Studio,1958,30.0,,,-,-,560.0,291.0,557.0,409.0,129.0,963.0,575.0,594.0,27.0,213.0,9.185,1.0629213483146067,9.627,0.2,0.15,0.34,0.21,0.11,0.27,0.1,0.63,4.54,0.51,0.17,0.32,"2,0",0.6,0.1,0.45,0.45,16.2,0.1306,Slotermeer-Noordoost
2257,"Eerste Jan van der Heijdenstraat 104 -iv, 1072 VA Amsterdam",1072.0,0.0,-,Bovenwoning,-,67.0,206.0,,3,2,1900.0,517.0,377.0,103.0,120.0,137.0,107.0,166.0,177.0,208.0,13.77,1.0294767870302137,21.803,0.1,0.15,0.48,0.22,0.06,0.61,0.21,0.18,9.36,0.69,0.19,0.13,"1,5",0.73,0.22,0.39,0.39,19.8,0.0601,Oude Pijp
2258,"Sloterweg 1123, 1066 CE Amsterdam",1066.0,1345000.0, 3.736,Vrijstaande woning,1934,360.0,930.0,732.0,-,-,2800.0,762.0,1200.0,718.0,553.0,1400.0,682.0,715.0,763.0,760.0,13.185,0.9576837416481069,3.15,0.18,0.13,0.26,0.33,0.1,0.62,0.14,0.24,5.67,0.32,0.25,0.42,"2,3",0.75,0.3,0.42,0.28,22.0,0.020499999999999997,Sloten- en Riekerpolder
2259,"Anne Frankstraat 220, 1011 MP Amsterdam",1011.0,65000.0,,-,-,,,,-,-,1100.0,2200.0,608.0,298.0,145.0,1100.0,147.0,420.0,200.0,53.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
2260,"Borgerstraat 203 Hs, 1053 PK Amsterdam",1053.0,0.0,-,Appartement,-,48.0,,,2,1,2000.0,1200.0,526.0,156.0,266.0,265.0,55.0,95.0,314.0,151.0,6.775,0.9882525697503672,27.167,0.11,0.12,0.41,0.27,0.1,0.52,0.17,0.31,4.455,0.68,0.16,0.16,"1,5",0.69,0.14,0.43,0.43,17.1,0.1101,Van Lennepbuurt
2261,Bezaanjachtplein 0 Ong,1034.0,29500.0,-,Garage,-,,,10.0,-,-,3400.0,1000.0,336.0,326.0,15.0,1200.0,648.0,218.0,276.0,1900.0,12.51,0.9201841903300078,7.553,0.21,0.12,0.26,0.25,0.15,0.43,0.09,0.48,5.675,0.43,0.21,0.37,"2,2",0.63,0.11,0.46,0.43,16.4,0.1007,Banne Buiksloot
2262,Bouwnummer 4005 1034,,389000.0, 3.602,Eengezinswoning,-,108.0,280.0,,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,Revaleiland Ong,,1175075.0,,-,2011,270.0,700.0,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,"Nieuwezijds Kolk 16 Ii, 1012 PV Amsterdam",1012.0,499000.0, 7.448,Woning,-,67.0,260.0,,4,2,423.0,1400.0,23.0,344.0,230.0,89.0,33.0,178.0,205.0,24.0,4.47,1.4032258064516128,7.268,0.06,0.17,0.51,0.21,0.05,0.53,0.27,0.2,3.35,0.75,0.18,0.06,"1,3",0.71,0.28,0.36,0.36,21.8,0.0203,Burgwallen-Nieuwe Zijde
2265,Van der Hoopstraat 452,,260000.0,-,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,Rozengracht 247 A,1016.0,849000.0, 5.660,Appartement,1906,150.0,,,4,3,1800.0,239.0,112.0,213.0,153.0,280.0,85.0,151.0,191.0,155.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601,Jordaan
2267,Bouwnummer,1024.0,15000.0,-,Garage,-,,,,-,-,4200.0,3100.0,258.0,439.0,30.0,1800.0,534.0,242.0,154.0,321.0,12.21,0.8944918541505041,6.529,0.24,0.14,0.29,0.21,0.13,0.34,0.09,0.57,5.44,0.42,0.18,0.4,"2,2",0.63,0.11,0.49,0.4,16.8,0.1104,Nieuwendam-Noord
2268,Lutkemeerweg 73,1067.0,695000.0, 5.560,Woning,1923,125.0,350.0,2.39,5,4,4000.0,2000.0,1600.0,1200.0,1100.0,2500.0,918.0,1600.0,882.0,1900.0,895.0,,,0.17,0.14,0.22,0.36,0.1,0.78,0.1,0.12,365.0,0.28,0.3,0.41,"2,4",0.67,0.24,0.27,0.49,19.5,0.0409,Lutkemeer en Ookmeer
2269,Revaleiland Ong,,1175075.0,,-,2011,270.0,700.0,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,Bijlmerdreef 799,,235000.0,-,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,"Roy 1032, 1032 LE Amsterdam",1032.0,980000.0,-,Appartement,-,,,,-,-,,,,,,,,,,,645.0,,,0.05,0.49,0.3,0.13,0.02,0.66,0.15,0.19,515.0,0.85,0.08,0.07,"1,2",0.7,,,0.7,12.5,0.0206,
2272,"Pp Markenhoven Nummer 132,  Amsterdam",,69000.0,,-,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,Narva-eiland Ong,,1165864.0,,-,2017,211.0,528.0,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,Durgerdammerdijk 1001,1026.0,429000.0, 2.145,Woonboot,1960,200.0,680.0,1.0,9,7,,,,,,,,,,,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,
2275,Ijburglaan 1279,1087.0,0.0,,-,2016,,,,-,-,2200.0,2300.0,778.0,172.0,59.0,3600.0,1500.0,297.0,97.0,134.0,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,IJburg West
2276,"Keizersgracht 518, 1017 EK Amsterdam",1017.0,3180000.0,-,Grachtenpand,-,,,,-,-,1700.0,831.0,220.0,640.0,338.0,312.0,74.0,285.0,159.0,225.0,4.235,1.1552162849872774,9.978,0.1,0.12,0.38,0.28,0.12,0.63,0.28,0.09,2.71,0.64,0.23,0.13,"1,6",0.72,0.41,0.27,0.32,31.4,0.010700000000000001,Grachtengordel-Zuid
2277,Hekelveld 7 C,1012.0,750000.0, 7.075,Bovenwoning,1850,106.0,,,3,2,328.0,1500.0,27.0,315.0,297.0,216.0,46.0,236.0,102.0,186.0,4.47,1.4032258064516128,7.268,0.06,0.17,0.51,0.21,0.05,0.53,0.27,0.2,3.35,0.75,0.18,0.06,"1,3",0.71,0.28,0.36,0.36,21.8,0.0203,Burgwallen-Nieuwe Zijde
2278,"Schimmelstraat 11 B, 1053 TA Amsterdam",1053.0,285000.0, 6.196,Appartement,1996,46.0,135.0,,3,2,2500.0,725.0,320.0,248.0,16.0,746.0,142.0,117.0,176.0,543.0,5.135,1.0539999999999998,20.353,0.1,0.12,0.48,0.23,0.07,0.57,0.19,0.24,3.375,0.65,0.2,0.15,"1,5",0.72,0.18,0.4,0.42,17.5,0.09,Kinkerbuurt
2279,Revaleiland Ong,,985165.0,,-,2011,241.0,630.0,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,"Sarphatistraat 82 D, 1018 GS Amsterdam",1018.0,750000.0, 8.621,Appartement,-,87.0,,,3,-,1400.0,1700.0,443.0,142.0,319.0,553.0,124.0,206.0,45.0,313.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004,Weesperbuurt en Plantage
2281,"Sarphatistraat 82 C, 1018 GS Amsterdam",1018.0,750000.0, 8.621,Appartement,-,87.0,,,3,-,1400.0,1700.0,443.0,142.0,319.0,553.0,124.0,206.0,45.0,313.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004,Weesperbuurt en Plantage
2282,"Sarphatistraat 82 Ii, 1018 GS Amsterdam",1018.0,799000.0, 9.184,Appartement,-,87.0,,,3,-,1400.0,1700.0,443.0,142.0,319.0,553.0,124.0,206.0,45.0,313.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004,Weesperbuurt en Plantage
2283,Revaleiland Ong,,613254.0,,-,2011,108.0,280.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,"Sarphatistraat 0 Ong, 1018 AV Amsterdam",1018.0,40000.0,-,Bedrijfsruimte,-,,,,0,0,810.0,1900.0,665.0,224.0,539.0,277.0,396.0,598.0,255.0,641.0,12.615,1.0224538893344026,12.311,0.13,0.13,0.34,0.32,0.08,0.57,0.18,0.25,7.55,0.6,0.18,0.21,"1,7",0.68,0.21,0.41,0.38,19.3,0.0901,Oostelijke Eilanden en Kadijken
2285,Revaleiland Ong,,909991.0,,-,2011,144.0,375.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,"Orteliusstraat 343 Huis, 1056 PB Amsterdam",1056.0,0.0,-,Benedenwoning,-,,177.0,,3,2,1800.0,309.0,349.0,70.0,70.0,163.0,175.0,235.0,212.0,246.0,5.77,0.9794168096054888,15.935,0.14,0.14,0.5,0.16,0.07,0.49,0.15,0.36,3.4,0.58,0.23,0.19,"1,7",0.74,0.13,0.52,0.35,17.4,0.0601,Erasmuspark
2287,Dijkwater 207,1025.0,235000.0, 3.672,Appartement,1981,64.0,170.0,67.0,2,1,3600.0,2400.0,202.0,308.0,498.0,424.0,82.0,348.0,314.0,1400.0,11.96,0.8790259230164964,3.667,0.17,0.14,0.25,0.22,0.23,0.49,0.1,0.41,6.105,0.5,0.22,0.27,"1,9",0.64,0.15,0.44,0.41,17.3,0.0801,Buikslotermeer
2288,"Funenpark 272, 1018 AK Amsterdam",1018.0,455000.0, 5.549,Appartement,2006,82.0,240.0,,3,3,891.0,2500.0,367.0,249.0,97.0,1100.0,183.0,375.0,190.0,232.0,12.615,1.0224538893344026,12.311,0.13,0.13,0.34,0.32,0.08,0.57,0.18,0.25,7.55,0.6,0.18,0.21,"1,7",0.68,0.21,0.41,0.38,19.3,0.0901,Oostelijke Eilanden en Kadijken
2289,Revaleiland Ong,,1068250.0,,-,2011,168.0,438.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,Revaleiland Ong,,585559.0,,-,2011,107.0,280.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,Revaleiland Ong,,454993.0,,-,2011,102.0,270.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,Revaleiland Ong,,1107815.0,,-,2011,196.0,510.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,Revaleiland Ong,,1175075.0,,-,2011,270.0,705.0,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,Revaleiland Ong,,1146587.0,,-,2011,258.0,700.0,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,Revaleiland Ong,,1099901.0,,-,2011,192.0,500.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,Revaleiland Ong,,1064294.0,,-,2011,266.0,695.0,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,Revaleiland Ong,,1048469.0,,-,2011,160.0,420.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,Revaleiland Ong,,909991.0,,-,2011,143.0,375.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,"Herengracht 253 Bg, 1016 BH Amsterdam",1016.0,1595000.0, 7.896,Benedenwoning,-,202.0,,,6,-,1100.0,758.0,233.0,472.0,43.0,122.0,141.0,251.0,192.0,291.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01,Grachtengordel-West
2300,Revaleiland Ong,,1131554.0,,-,2011,197.0,515.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,Revaleiland Ong,,890208.0,,-,2011,143.0,375.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,"Bethanienstraat,  Amsterdam",,349000.0, 6.712,Appartement,-,52.0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,Revaleiland Ong,,652819.0,,-,2011,155.0,405.0,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,"Leksmondhof 220,  Amsterdam",,0.0,-,Bovenwoning,1976,81.0,267.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,Badhuiskade Ong,,737100.0,,-,2011,125.0,325.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,Badhuiskade Ong,,587763.0,,-,2011,106.0,280.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,"Vinkenstraat 80 P, 1013 JV Amsterdam",1013.0,150000.0,-,Garage,-,,,,-,-,,,,,,,,,,,8.63,1.0258215962441315,15.913,0.12,0.1,0.38,0.32,0.09,0.63,0.22,0.15,5.415,0.62,0.2,0.18,"1,6",0.72,0.29,0.36,0.35,21.5,0.0603,
2308,"Leidsekade 69 -amsterdam, 1016 DA Amsterdam",1016.0,2650000.0,-,Benedenwoning,-,,,,-,-,2000.0,549.0,158.0,577.0,118.0,456.0,87.0,231.0,146.0,177.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601,Jordaan
2309,Badhuiskade Ong,,381416.0,,-,2011,50.0,130.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,Lange Vogelstraat 27,1022.0,350000.0, 6.364,Tussenwoning,1915,55.0,140.0,85.0,2,1,2100.0,3400.0,665.0,550.0,388.0,265.0,424.0,735.0,339.0,1100.0,8.3,1.0231707317073173,7.095,0.18,0.13,0.35,0.25,0.09,0.4,0.11,0.49,4.375,0.54,0.17,0.29,"1,9",0.61,0.08,0.44,0.48,15.3,0.1507,IJplein en Vogelbuurt
2311,Badhuiskade Ong,,458400.0,,-,2011,81.0,210.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,"Bos en Lommerweg 374, 1061 DJ Amsterdam",1061.0,689000.0, 3.607,Penthouse,2011,191.0,,,3,2,1100.0,567.0,189.0,200.0,200.0,570.0,436.0,603.0,492.0,267.0,7.34,1.0262068965517241,10.108,0.23,0.17,0.34,0.18,0.08,0.17,0.08,0.75,3.275,0.48,0.16,0.36,"2,2",0.53,0.06,0.44,0.5,14.3,0.18030000000000002,De Kolenkit
2313,Zeeburgerpad 140,1019.0,200000.0,-,Woonboot,-,,,,2,-,,,,,,,,,,,10.415,1.016456921587609,11.168,0.18,0.13,0.36,0.23,0.1,0.32,0.11,0.57,5.42,0.55,0.18,0.28,"1,9",0.63,0.11,0.42,0.47,15.8,0.1503,
2314,"Rapenburgerstraat 73 B 1, 1011 VK Amsterdam",1011.0,400000.0, 7.843,Appartement,-,51.0,,,2,-,1200.0,2100.0,527.0,286.0,112.0,1000.0,144.0,448.0,121.0,112.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
2315,"Rapenburgerstraat 73 C 1, 1011 VK Amsterdam",1011.0,410000.0, 7.736,Appartement,-,53.0,,,2,-,1200.0,2100.0,527.0,286.0,112.0,1000.0,144.0,448.0,121.0,112.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
2316,"Rapenburgerstraat 73 D 2, 1011 VK Amsterdam",1011.0,385000.0, 7.857,Appartement,-,49.0,,,2,-,1200.0,2100.0,527.0,286.0,112.0,1000.0,144.0,448.0,121.0,112.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
2317,"Rapenburgerstraat 73 C 2, 1011 VK Amsterdam",1011.0,380000.0, 7.755,Appartement,-,49.0,,,2,-,1200.0,2100.0,527.0,286.0,112.0,1000.0,144.0,448.0,121.0,112.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
2318,"Rapenburgerstraat 73 B 2, 1011 VK Amsterdam",1011.0,375000.0, 7.979,Appartement,-,47.0,,,2,-,1200.0,2100.0,527.0,286.0,112.0,1000.0,144.0,448.0,121.0,112.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
2319,Lange Leidsedwarsstraat 0 Ong,,95000.0,-,Garage,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,Pieter de Hoochstraat 48 2,1071.0,997000.0, 6.079,Bovenwoning,1914,164.0,592.0,179.0,6,4,,,,,,,,,,,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104,
2321,"Galantstraat 23,  Amsterdam",,0.0,-,Appartement,2007,,265.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,Revaleiland Ong,,759644.0,,-,2011,155.0,405.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,"Binnenkant 17, 1011 BG Amsterdam",1011.0,1425000.0, 5.337,Woon-/winkelpand,1005,267.0,,,7,-,573.0,1900.0,227.0,146.0,353.0,770.0,82.0,163.0,125.0,263.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506,Nieuwmarkt en Lastage
2324,"Provincialeweg 50,  Amsterdam",,0.0,-,Vrijstaande woning,-,,640.0,1.69,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,"Amstelbeststraat 2 P, 1096 GD Amsterdam",1096.0,1140000.0,-,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,Aalsmeerweg 39 Iii,1059.0,400000.0, 7.143,Bovenwoning,1928,56.0,151.0,56.0,2,1,1400.0,393.0,81.0,599.0,46.0,175.0,73.0,62.0,64.0,395.0,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401,Hoofddorppleinbuurt
2327,"Overvoorde 49 I, 1082 GB Amsterdam",1082.0,525000.0, 4.773,Appartement,1962,110.0,394.0,,4,3,1400.0,1200.0,456.0,119.0,158.0,433.0,577.0,52.0,200.0,493.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208,Buitenveldert-West
2328,"Dever 13, 1082 BJ Amsterdam",1082.0,37500.0,-,Garage,-,,,,-,-,1600.0,1400.0,595.0,317.0,217.0,202.0,742.0,178.0,7.0,479.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208,Buitenveldert-West
2329,"Emmy Andriessestraat 429, 1087 NE Amsterdam",1087.0,550000.0, 4.231,Hoekwoning,2011,130.0,467.0,135.0,5,4,,,,,,,,,,,490.0,,,0.08,0.46,0.24,0.18,0.03,0.77,0.17,0.06,340.0,0.74,0.16,0.1,"1,4",0.68,0.14,0.29,0.57,17.0,0.04,
2330,"Banstraat 25 -b, 1071 JW Amsterdam",1071.0,2500000.0, 12.821,Benedenwoning,2016,195.0,600.0,,-,-,,,,,,,,,,,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104,
2331,"Van Breestraat 152, 1071 ZX Amsterdam",1071.0,3650000.0, 9.456,Herenhuis,1896,386.0,1.536,,9,5,1800.0,1200.0,52.0,439.0,141.0,544.0,153.0,314.0,106.0,375.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104,Museumkwartier
2332,"Silodam Ong, 1013 AW Amsterdam",1013.0,22500.0,-,Garage,-,,,,-,-,1700.0,1700.0,359.0,391.0,408.0,634.0,923.0,380.0,354.0,998.0,2.08,,6.832,0.06,0.41,0.33,0.16,0.04,0.5,0.28,0.22,1.61,0.8,0.13,0.07,"1,3",0.59,0.22,0.21,0.57,18.2,0.01,Houthavens
2333,"Amstelbeststraat 2 F, 1096 GD Amsterdam",1096.0,940000.0,-,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
